/Vout+ X,/Vout+ Y,/Vout- X,/Vout- Y
0,1.044634952465923,0,1.799999999554844
1,1.04757981841918,1,1.797030333311589
2,1.050525031622273,2,1.794060664206279
3,1.053470591260544,3,1.791091016926601
4,1.056416497473099,4,1.788121367434081
5,1.059362750217276,5,1.78515173921036
6,1.062309349692332,6,1.782182109297498
7,1.065256295825445,7,1.779212500295102
8,1.068220956065304,8,1.776216820671226
9,1.071168718268894,9,1.773247226179393
10,1.074116828373303,10,1.770277630809984
11,1.07706528623591,11,1.767308055727931
12,1.080014092176462,12,1.764338480109956
13,1.082963244302181,13,1.761368924549446
14,1.085912743912035,14,1.758399368690554
15,1.088862590063106,15,1.755429832793402
16,1.091794394134837,16,1.752486405046568
17,1.094744798113985,17,1.749516893839112
18,1.097695545690816,18,1.746547382662381
19,1.100646636103223,19,1.743577891304636
20,1.103598069021689,20,1.740608400228592
21,1.106549842031893,21,1.737638928052784
22,1.109501955614586,22,1.734669457919832
23,1.112454408126411,23,1.73170000518932
24,1.115426691215655,24,1.728704408052426
25,1.118379960906171,25,1.725734970106528
26,1.121333566588189,26,1.722765536600833
27,1.12428750640829,27,1.719796118874693
28,1.127241778897391,28,1.716826705901446
29,1.130196380869898,29,1.713857308531004
30,1.133151311368565,30,1.710887916157975
31,1.13610656769048,31,1.707918539283219
32,1.139041481564427,32,1.704975356193733
33,1.141997229385834,33,1.702006005096221
34,1.144953296295636,34,1.699036659414198
35,1.147909677537464,35,1.696067329136384
36,1.150866370212578,36,1.693098004435914
37,1.153823370476545,37,1.690128695133206
38,1.156780675527685,38,1.687159391502206
39,1.159738281597982,39,1.68419010333549
40,1.162718071420831,40,1.681194590911841
41,1.165676421507369,41,1.678225318782476
42,1.168635060921354,42,1.675256052416339
43,1.171593985257092,43,1.67228680172994
44,1.174553190111231,44,1.669317556819861
45,1.177512670573742,45,1.666348327755664
46,1.180472422172935,46,1.663379104412287
47,1.183432439917331,47,1.660409897432244
48,1.186369614777477,48,1.657466968224682
49,1.189329999008821,49,1.654497789195592
50,1.192290636332105,50,1.651528614073461
51,1.195251520288495,51,1.648559457928716
52,1.198212645578249,52,1.645590304268135
53,1.201174006706736,53,1.64262117037312
54,1.204135598319167,54,1.639652039161656
55,1.207097414851765,55,1.636682927741023
56,1.210083707701069,56,1.63368750281328
57,1.213046092256393,57,1.630718408547676
58,1.21600868223383,58,1.627749317230161
59,1.218971471732823,59,1.624780245885098
60,1.221934454965626,60,1.62181117756394
61,1.224897625771685,61,1.618842129398333
62,1.227860978564365,62,1.615873084244584
63,1.230824507427482,63,1.612904059527326
64,1.233762954470064,64,1.609961399278214
65,1.236726706762396,65,1.60699240401127
66,1.239690624030393,66,1.60402341163694
67,1.242654698674996,67,1.601054440192984
68,1.24561892529336,68,1.59808547199651
69,1.248583298635767,69,1.595116524433848
70,1.251547813495595,70,1.592147580891088
71,1.254512464817489,71,1.589178657677425
72,1.257503259744305,72,1.586183331124618
73,1.260468244585784,73,1.583214425919467
74,1.263433347001591,74,1.580245527110931
75,1.266398562470972,75,1.577276645900862
76,1.269363886566862,76,1.574307773461063
77,1.272329315120186,77,1.5713389173235
78,1.275294844025172,78,1.568370070842204
79,1.278260469404501,79,1.565401240198371
80,1.281199693002974,80,1.562458875821729
81,1.284165454225862,81,1.559490077235563
82,1.28713130768824,82,1.556521289786957
83,1.290097246901929,83,1.553552517708674
84,1.293063268522553,84,1.550583757270614
85,1.296029369418221,85,1.54761501215273
86,1.298995546539707,86,1.544646279120494
87,1.301961797013736,87,1.541677561439439
88,1.304954870023801,88,1.538682351057516
89,1.307921278552074,89,1.535713655013864
90,1.310887750305204,90,1.532744971906367
91,1.313854283071662,91,1.529776304283105
92,1.316820874669519,92,1.526807650036387
93,1.31978752312864,93,1.52383901139689
94,1.322754226469502,94,1.520870386538458
95,1.325720982883156,95,1.517901777480895
96,1.328660936669828,96,1.514959739076837
97,1.331627786525534,97,1.511991166739112
98,1.334594687106139,98,1.509022609057809
99,1.337561635310745,99,1.506054067663649
100,1.340528629565251,100,1.503085541380586
101,1.34349566847966,101,1.500117031651621
102,1.346462750626765,102,1.497148537468715
103,1.34942987472382,103,1.494180060175804
104,1.352423916197029,104,1.491184989890794
105,1.355391118213652,105,1.488216539179499
106,1.358358359234958,106,1.485248104954121
