/Vout+ X,/Vout+ Y,/Vout- X,/Vout- Y
0,1.79999999955407,0,1.041282334463375
1,1.797001701400967,1,1.044200971757373
2,1.794003377204634,2,1.047120668463672
3,1.791004803263134,3,1.050041437116768
4,1.788005812520206,4,1.052963278390299
5,1.785006530768314,5,1.05588619293536
6,1.782006961074561,6,1.058810181289933
7,1.779007106459947,7,1.061735243942264
8,1.775939497662105,8,1.06471580147984
9,1.772939788377939,9,1.067643396235051
10,1.769939795000416,10,1.07057207047733
11,1.766939520612049,11,1.073501824263877
12,1.763938968378407,12,1.076432657475481
13,1.760938141385637,13,1.079364569897047
14,1.757937042831901,14,1.082297561093255
15,1.754935675861983,15,1.085231630491224
16,1.751996108350201,16,1.088109176177671
17,1.748993577150467,17,1.091044982618966
18,1.745990795940373,18,1.093981860111984
19,1.742988549711856,19,1.096919807270574
20,1.739988385653686,20,1.099858822409398
21,1.736988265973021,21,1.102798903639957
22,1.733988190802161,22,1.105740048719285
23,1.730988160198937,23,1.108682255149306
24,1.727924630985505,24,1.111686567929821
25,1.724924074789145,25,1.114631336215928
26,1.721923562935923,26,1.117577159776187
27,1.71892309526702,27,1.120524034594106
28,1.715922937352927,28,1.123471956190716
29,1.712922883790028,29,1.126420919744741
30,1.709922618867472,30,1.129370919915503
31,1.706921744255879,31,1.132321950961991
32,1.703989906620554,32,1.135209283267329
33,1.700990327090562,33,1.138161884556885
34,1.697990793250056,34,1.141115494244234
35,1.694991305178065,35,1.144070104834991
36,1.69199186303665,36,1.147025708270642
37,1.68899246687676,37,1.149982296069135
38,1.685993116865365,38,1.152939859147962
39,1.68299381309049,39,1.155898387970945
40,1.679916334425508,40,1.158926425242449
41,1.676916009859038,41,1.161887338692603
42,1.673915741226256,42,1.164849186302122
43,1.670915528660653,43,1.167811956164579
44,1.667915372381596,44,1.170775635796119
45,1.664915675649108,45,1.17374021230655
46,1.661916682118982,46,1.176705672223364
47,1.658917735830451,47,1.179672001666662
48,1.656002181914344,48,1.18256677586423
49,1.653003347904972,49,1.185534325419273
50,1.650004561678635,50,1.188502703008604
51,1.64700582335825,51,1.191471893514487
52,1.644007133155183,52,1.194441881391658
